Date,Open,High,Low,Close,Volume,Market Cap
"Aug 23, 2016",0.178452,0.181835,0.169344,0.176581,59064,17845200
"Aug 24, 2016",0.17658,0.176851,0.167782,0.170316,45227,17658000
"Aug 25, 2016",0.170334,0.172009,0.16587,0.16587,26812,17033400
"Aug 26, 2016",0.16798,0.170681,0.161518,0.169513,30915,16798000
"Aug 27, 2016",0.169531,0.170991,0.160414,0.162308,23586,16953100
"Aug 28, 2016",0.162249,0.165235,0.151375,0.158804,35982,16224900
"Aug 29, 2016",0.151853,0.160391,0.145063,0.159015,53334,15185300
"Aug 30, 2016",0.159017,0.159695,0.149698,0.158452,44755,15901700
"Aug 31, 2016",0.158486,0.168586,0.149882,0.163984,59938,15848600
"Sep 01, 2016",0.163984,0.165407,0.15307,0.161095,48630,16398400
"Sep 02, 2016",0.161111,0.173934,0.159991,0.171192,45929,16111100
"Sep 03, 2016",0.171191,0.171552,0.159254,0.165268,54250,17119100
"Sep 04, 2016",0.165345,0.171562,0.160792,0.165639,28552,16534500
"Sep 05, 2016",0.165766,0.17343,0.164555,0.170325,26388,16576600
"Sep 06, 2016",0.170327,0.172534,0.156371,0.166453,68491,17032700
"Sep 07, 2016",0.166464,0.170524,0.158079,0.160031,58305,16646400
"Sep 08, 2016",0.16003,0.16903,0.155566,0.162395,24373,16003000
"Sep 09, 2016",0.162377,0.169259,0.160471,0.166817,33322,16237700
"Sep 10, 2016",0.166811,0.167874,0.16149,0.162375,27087,16681100
"Sep 11, 2016",0.162362,0.168385,0.157313,0.160849,37636,16236200
"Sep 12, 2016",0.160843,0.1719,0.160843,0.171349,39086,16084300
"Sep 13, 2016",0.17135,0.175391,0.165726,0.169045,29377,17135000
"Sep 14, 2016",0.168998,0.177081,0.168611,0.17306,20792,16899800
"Sep 15, 2016",0.173054,0.175911,0.162735,0.1656,43596,17305400
"Sep 16, 2016",0.165596,0.171673,0.162727,0.167791,12703,16559600
"Sep 17, 2016",0.165142,0.18374,0.16301,0.179221,89094,16514200
"Sep 18, 2016",0.179176,0.186652,0.174235,0.186632,55809,17917600
"Sep 19, 2016",0.184662,0.191706,0.181894,0.191414,42683,18466200
"Sep 20, 2016",0.19137,0.218684,0.191135,0.215727,171638,19137000
"Sep 21, 2016",0.215452,0.215452,0.199348,0.199509,127409,21545200
"Sep 22, 2016",0.199532,0.200834,0.178509,0.195984,53944,19953200
"Sep 23, 2016",0.196,0.196,0.177327,0.186626,38658,19600000
"Sep 24, 2016",0.186618,0.191166,0.17241,0.181455,68776,18661800
"Sep 25, 2016",0.181472,0.18613,0.171925,0.174928,62099,18147200
"Sep 26, 2016",0.174919,0.179164,0.172117,0.173482,36526,17491900
"Sep 27, 2016",0.173455,0.177948,0.167586,0.173631,41339,17345500
"Sep 28, 2016",0.173638,0.176809,0.168299,0.17312,25885,17363800
"Sep 29, 2016",0.173112,0.177495,0.16982,0.173167,42652,17311200
"Sep 30, 2016",0.173184,0.211151,0.166342,0.196706,143538,17318400
"Oct 01, 2016",0.196727,0.20247,0.183754,0.185924,68996,19672700
"Oct 02, 2016",0.18593,0.196948,0.185408,0.196629,27277,18593000
"Oct 03, 2016",0.187457,0.201422,0.187457,0.1927,65785,18745700
"Oct 04, 2016",0.192553,0.212923,0.191543,0.205533,110394,19255300
"Oct 05, 2016",0.211028,0.221884,0.201197,0.213118,236077,21102800
"Oct 06, 2016",0.213054,0.219085,0.202732,0.211073,115933,21305400
"Oct 07, 2016",0.210987,0.219438,0.20022,0.203778,136663,21098700
"Oct 08, 2016",0.203817,0.219439,0.201176,0.21252,50465,20381700
"Oct 09, 2016",0.21253,0.218758,0.210365,0.212259,58742,21253000
"Oct 10, 2016",0.212307,0.21329,0.206992,0.209878,27118,21230700
"Oct 11, 2016",0.20994,0.214636,0.205079,0.209706,85220,20994000
"Oct 12, 2016",0.209567,0.214617,0.206585,0.212963,30333,20956700
"Oct 13, 2016",0.212851,0.212862,0.205273,0.205778,41826,21285100
"Oct 14, 2016",0.205808,0.209679,0.203767,0.209668,76178,20580800
"Oct 15, 2016",0.209689,0.235211,0.207747,0.223403,136396,20968900
"Oct 16, 2016",0.223463,0.252834,0.223463,0.235213,236807,22346300
"Oct 17, 2016",0.2353,0.249218,0.224345,0.244299,177063,23530000
"Oct 18, 2016",0.244298,0.251239,0.238786,0.245576,146243,24429800
"Oct 19, 2016",0.245588,0.275046,0.244553,0.249335,326732,24558800
"Oct 20, 2016",0.249149,0.254709,0.23986,0.240599,75405,24914900
"Oct 21, 2016",0.24055,0.249106,0.238835,0.243799,39153,24055000
"Oct 22, 2016",0.243773,0.29442,0.237765,0.288693,211276,24377300
"Oct 23, 2016",0.275368,0.313654,0.258753,0.31363,324055,27536800
"Oct 24, 2016",0.313694,0.343383,0.289241,0.338372,517981,31369400
"Oct 25, 2016",0.338272,0.359556,0.318386,0.355961,307680,33827200
"Oct 26, 2016",0.35485,0.372511,0.32581,0.333643,515087,35485000
"Oct 27, 2016",0.333538,0.349385,0.304217,0.329201,409265,33353800
"Oct 28, 2016",0.329377,0.353782,0.322169,0.337918,206322,32937700
"Oct 29, 2016",0.337976,0.36512,0.335099,0.346814,255905,33797600
"Oct 30, 2016",0.346716,0.361177,0.336175,0.353743,249473,34671600
"Oct 31, 2016",0.351085,0.357265,0.310256,0.328016,234987,35108500
"Nov 01, 2016",0.327994,0.369402,0.324686,0.345782,129183,32799400
"Nov 02, 2016",0.34587,0.352219,0.333165,0.352219,58897,34587000
"Nov 03, 2016",0.352932,0.355104,0.322087,0.345537,212870,35293200
"Nov 04, 2016",0.346339,0.35131,0.333187,0.340576,90495,34633900
"Nov 05, 2016",0.340519,0.351866,0.335293,0.349872,65271,34051900
"Nov 06, 2016",0.349855,0.368381,0.345516,0.368279,112262,34985500
"Nov 07, 2016",0.368332,0.368332,0.350295,0.351602,102888,36833200
"Nov 08, 2016",0.351722,0.362888,0.346265,0.349219,78647,35172200
"Nov 09, 2016",0.349111,0.378728,0.344728,0.368976,208008,34911100
"Nov 10, 2016",0.369028,0.379294,0.353889,0.375629,136051,36902800
"Nov 11, 2016",0.375612,0.385704,0.365823,0.379701,87279,37561200
"Nov 12, 2016",0.376225,0.401718,0.37464,0.400963,167249,37622500
"Nov 13, 2016",0.400946,0.402169,0.371146,0.39035,125585,40094600
"Nov 14, 2016",0.390318,0.403339,0.367982,0.380149,168500,39031800
"Nov 15, 2016",0.380376,0.381406,0.326087,0.357763,236251,38037600
"Nov 16, 2016",0.357755,0.370819,0.323317,0.332264,200041,35775500
"Nov 17, 2016",0.332274,0.350919,0.319432,0.325359,164967,33227400
"Nov 18, 2016",0.324682,0.342768,0.251798,0.297482,308090,32468200
"Nov 19, 2016",0.297404,0.325296,0.274938,0.294224,164366,29740400
"Nov 20, 2016",0.307578,0.308293,0.266894,0.277263,100018,30757800
"Nov 21, 2016",0.277276,0.296858,0.26984,0.288821,77955,27727600
"Nov 22, 2016",0.288726,0.293075,0.26369,0.278878,75607,28872600
"Nov 23, 2016",0.278871,0.282579,0.267595,0.272901,38300,27887100
"Nov 24, 2016",0.272892,0.278052,0.222907,0.259016,140550,27289200
"Nov 25, 2016",0.261308,0.261411,0.231912,0.233079,52721,26130800
"Nov 26, 2016",0.233087,0.236042,0.20151,0.217379,102524,23308700
"Nov 27, 2016",0.217183,0.269637,0.20208,0.257451,72829,21718300
"Nov 28, 2016",0.257468,0.309542,0.232103,0.309469,94741,25746800
"Nov 29, 2016",0.309466,0.311222,0.26237,0.26237,129518,30946600
"Nov 30, 2016",0.259694,0.266238,0.23751,0.252707,69225,25969400
"Dec 01, 2016",0.252796,0.264845,0.240949,0.245879,38650,25279600
"Dec 02, 2016",0.246144,0.257214,0.235119,0.24616,53633,24614400
"Dec 03, 2016",0.246223,0.254039,0.233871,0.239607,43557,24622300
"Dec 04, 2016",0.247453,0.248232,0.234507,0.237717,51360,24745300
"Dec 05, 2016",0.235707,0.238281,0.227388,0.23124,33659,23570700
"Dec 06, 2016",0.231252,0.235889,0.219457,0.232497,38582,23125200
"Dec 07, 2016",0.232522,0.245706,0.225969,0.244357,26844,23252200
"Dec 08, 2016",0.244352,0.245671,0.232196,0.23646,23638,24435200
"Dec 09, 2016",0.236414,0.239383,0.231298,0.23304,18126,23641400
"Dec 10, 2016",0.23501,0.239101,0.230247,0.232927,9008,23501000
"Dec 11, 2016",0.232955,0.235504,0.222893,0.228768,20208,23295500
"Dec 12, 2016",0.228827,0.237223,0.222623,0.228836,40733,22882700
"Dec 13, 2016",0.228833,0.234383,0.222732,0.233896,18928,22883300
"Dec 14, 2016",0.233616,0.233767,0.21785,0.220986,25330,23361600
"Dec 15, 2016",0.221062,0.227735,0.217328,0.221215,15290,22106200
"Dec 16, 2016",0.221172,0.25122,0.221172,0.244364,31752,22117200
"Dec 17, 2016",0.244466,0.245191,0.229827,0.239883,18214,24446600
"Dec 18, 2016",0.239889,0.247294,0.217304,0.228503,21916,23988900
"Dec 19, 2016",0.228585,0.232416,0.216721,0.217514,39801,22858500
"Dec 20, 2016",0.217354,0.223238,0.202694,0.215132,70993,21735400
"Dec 21, 2016",0.212543,0.212543,0.166089,0.194936,136469,21254300
"Dec 22, 2016",0.194848,0.202327,0.170037,0.192144,73752,19484800
"Dec 23, 2016",0.192078,0.204874,0.189696,0.195658,45692,19207800
"Dec 24, 2016",0.195754,0.201315,0.184017,0.185382,32473,19575400
"Dec 25, 2016",0.185444,0.209727,0.185142,0.203149,26826,18544400
"Dec 26, 2016",0.206292,0.20965,0.190706,0.203346,29712,20629200
"Dec 27, 2016",0.203464,0.204119,0.183441,0.18765,54308,20346400
"Dec 28, 2016",0.187757,0.201053,0.172862,0.184335,52386,18775700
"Dec 29, 2016",0.184368,0.213055,0.183166,0.209107,49410,18436800
"Dec 30, 2016",0.209097,0.234272,0.198459,0.229198,26185,20909700
"Dec 31, 2016",0.229221,0.255988,0.225286,0.250915,48047,22922100
"Jan 01, 2017",0.250866,0.252416,0.216586,0.221322,35423,25086600
"Jan 02, 2017",0.221429,0.240444,0.213599,0.232679,37158,22142900
"Jan 03, 2017",0.232669,0.247829,0.219481,0.23993,28997,23266900
"Jan 04, 2017",0.239891,0.258459,0.227535,0.241312,75184,23989100
"Jan 05, 2017",0.241558,0.267572,0.202394,0.233087,28182,24155800
"Jan 06, 2017",0.233647,0.25229,0.185458,0.209126,62838,23364700
"Jan 07, 2017",0.212612,0.226794,0.193454,0.21758,42203,21261200
"Jan 08, 2017",0.217584,0.225252,0.206544,0.213541,18438,21758400
"Jan 09, 2017",0.21377,0.218672,0.204933,0.218432,29743,21377000
"Jan 10, 2017",0.218333,0.226693,0.213599,0.224858,14961,21833300
"Jan 11, 2017",0.224888,0.227626,0.188188,0.201445,29956,22488800
"Jan 12, 2017",0.201159,0.213527,0.190886,0.205409,13289,20115900
"Jan 13, 2017",0.205282,0.219983,0.193755,0.21854,14030,20528200
"Jan 14, 2017",0.218795,0.232582,0.211031,0.23236,33042,21879500
"Jan 15, 2017",0.232277,0.266309,0.219905,0.237287,42740,23227700
"Jan 16, 2017",0.237278,0.268876,0.226471,0.235443,57903,23727800
"Jan 17, 2017",0.236775,0.248973,0.229462,0.244976,36356,23677500
"Jan 18, 2017",0.245127,0.256496,0.225539,0.251703,34180,24512700
"Jan 19, 2017",0.252644,0.257332,0.225879,0.235389,33177,25264400
"Jan 20, 2017",0.235298,0.243083,0.234281,0.234781,7215,23529800
"Jan 21, 2017",0.234779,0.249237,0.234673,0.248517,23460,23477900
"Jan 22, 2017",0.241583,0.256182,0.237679,0.249543,21406,24158300
"Jan 23, 2017",0.249808,0.252383,0.236861,0.240485,37598,24980800
"Jan 24, 2017",0.241708,0.244825,0.233464,0.233617,22123,24170800
"Jan 25, 2017",0.233714,0.239238,0.229818,0.234391,22286,23371400
"Jan 26, 2017",0.234656,0.243566,0.231989,0.239054,40554,23465600
"Jan 27, 2017",0.236286,0.242014,0.235795,0.236538,36451,23628600
"Jan 28, 2017",0.236543,0.245049,0.236543,0.244768,18724,23654300
"Jan 29, 2017",0.244771,0.245076,0.235614,0.239095,53622,24477100
"Jan 30, 2017",0.239089,0.241631,0.23217,0.232355,35015,23908900
"Jan 31, 2017",0.23227,0.239479,0.215932,0.225899,33927,23227000
"Feb 01, 2017",0.225868,0.242263,0.225868,0.234411,24365,22586800
"Feb 02, 2017",0.230837,0.252398,0.20988,0.211941,32076,23083700
"Feb 03, 2017",0.211934,0.238302,0.208672,0.229165,115689,21193400
"Feb 04, 2017",0.229471,0.27844,0.216717,0.220949,58343,22947100
"Feb 05, 2017",0.221326,0.229594,0.210982,0.224531,49044,22132600
"Feb 06, 2017",0.224744,0.268761,0.224695,0.264725,99127,22474400
"Feb 07, 2017",0.264975,0.272827,0.245773,0.255401,41996,26497500
"Feb 08, 2017",0.256042,0.271628,0.251599,0.264578,25869,25604200
"Feb 09, 2017",0.264961,0.275651,0.226939,0.248226,42759,26496100
"Feb 10, 2017",0.248457,0.248457,0.228538,0.236728,29023,24845700
"Feb 11, 2017",0.236772,0.255465,0.235074,0.242829,48287,23677200
"Feb 12, 2017",0.242385,0.255339,0.237445,0.250045,32411,24238500
"Feb 13, 2017",0.249963,0.255616,0.244111,0.247048,16161,24996300
"Feb 14, 2017",0.24728,0.292378,0.235926,0.242459,155975,24728000
"Feb 15, 2017",0.242867,0.267794,0.239555,0.244826,75001,24286700
"Feb 16, 2017",0.244863,0.253635,0.240507,0.247579,60036,24486300
"Feb 17, 2017",0.24964,0.256706,0.245884,0.252515,50195,24964000
"Feb 18, 2017",0.25302,0.255236,0.240745,0.241144,50274,25302000
"Feb 19, 2017",0.245001,0.248385,0.218668,0.240916,90623,24500100
"Feb 20, 2017",0.241112,0.246662,0.229058,0.246662,59416,24111200
"Feb 21, 2017",0.246123,0.249467,0.216913,0.220769,91137,24612300
"Feb 22, 2017",0.219185,0.230045,0.215918,0.225359,45672,21918500
"Feb 23, 2017",0.225702,0.227335,0.217967,0.221672,57350,22570200
"Feb 24, 2017",0.219205,0.227527,0.209458,0.221182,63823,21920500
"Feb 25, 2017",0.220641,0.226877,0.213987,0.214795,78333,22064100
"Feb 26, 2017",0.214944,0.225557,0.211723,0.215897,57827,21494400
"Feb 27, 2017",0.215505,0.224083,0.21423,0.221919,56478,21550500
"Feb 28, 2017",0.222308,0.223652,0.186401,0.195859,180411,22230800
"Mar 01, 2017",0.195773,0.204338,0.187515,0.196167,76347,19577300
"Mar 02, 2017",0.19598,0.196723,0.184484,0.188478,121697,19598000
"Mar 03, 2017",0.188894,0.205388,0.187257,0.202294,54215,18889400
"Mar 04, 2017",0.202559,0.207228,0.194263,0.195779,35096,20255900
"Mar 05, 2017",0.195634,0.240424,0.195244,0.22879,104482,19563400
"Mar 06, 2017",0.2274,0.254325,0.221468,0.239479,316545,22740000
"Mar 07, 2017",0.238997,0.24684,0.213932,0.214041,249683,23899700
"Mar 08, 2017",0.214018,0.214783,0.195051,0.195051,199352,21401800
"Mar 09, 2017",0.195629,0.213851,0.193981,0.205576,239611,19562900
"Mar 10, 2017",0.205773,0.216642,0.188422,0.199242,189922,20577300
"Mar 11, 2017",0.19919,0.219794,0.19826,0.219194,169005,19919000
"Mar 12, 2017",0.218868,0.27365,0.218868,0.256818,1056330,21886800
"Mar 13, 2017",0.257629,0.291214,0.252272,0.2724,691705,25762900
"Mar 14, 2017",0.271487,0.288021,0.252472,0.253599,209764,27148700
"Mar 15, 2017",0.25536,0.315697,0.253191,0.304406,399122,25536000
"Mar 16, 2017",0.301281,0.31802,0.282742,0.310488,236331,30128100
"Mar 17, 2017",0.310492,0.312802,0.267556,0.268144,212021,31049200
"Mar 18, 2017",0.267754,0.293936,0.261564,0.261998,230859,26775400
"Mar 19, 2017",0.263923,0.29801,0.249029,0.278302,184119,26392300
"Mar 20, 2017",0.283642,0.289737,0.262839,0.284629,157842,28364200
"Mar 21, 2017",0.283693,0.294162,0.278371,0.290301,169660,28369300
"Mar 22, 2017",0.290401,0.293072,0.266216,0.272987,161794,29040100
"Mar 23, 2017",0.275336,0.278885,0.265831,0.27272,144537,27533600
"Mar 24, 2017",0.272689,0.280473,0.256621,0.280473,263578,27268900
"Mar 25, 2017",0.280876,0.302105,0.274906,0.301237,270956,28087600
"Mar 26, 2017",0.296388,0.331441,0.293033,0.318849,230424,29638800
"Mar 27, 2017",0.322498,0.388574,0.319586,0.361338,288109,32249800
"Mar 28, 2017",0.358403,0.376971,0.338538,0.374437,229631,35840300
"Mar 29, 2017",0.374042,0.403952,0.361859,0.401914,297157,37404200
"Mar 30, 2017",0.402779,0.409678,0.361227,0.381375,346511,40277900
"Mar 31, 2017",0.381456,0.393676,0.360378,0.376973,274899,38145600
"Apr 01, 2017",0.376644,0.380867,0.347324,0.350208,312547,37664400
"Apr 02, 2017",0.350045,0.370202,0.344632,0.344632,351514,35004500
"Apr 03, 2017",0.343736,0.386078,0.343736,0.383308,279890,34373600
"Apr 04, 2017",0.383605,0.385438,0.362827,0.370456,204891,38360500
"Apr 05, 2017",0.370886,0.417769,0.364375,0.417318,379711,37088600
"Apr 06, 2017",0.417807,0.417807,0.39249,0.400497,260516,41780700
"Apr 07, 2017",0.399457,0.400531,0.385907,0.38624,305879,39945700
"Apr 08, 2017",0.385098,0.392065,0.378961,0.380812,142979,38509800
"Apr 09, 2017",0.380948,0.402589,0.380195,0.392766,190894,38094800
"Apr 10, 2017",0.392784,0.427879,0.382493,0.414832,259204,39278400
"Apr 11, 2017",0.414604,0.451126,0.413837,0.447008,266946,41460400
"Apr 12, 2017",0.447296,0.456914,0.41595,0.418725,373385,44729600
"Apr 13, 2017",0.419051,0.437475,0.407009,0.437049,200220,41905100
"Apr 14, 2017",0.437399,0.439311,0.414465,0.429333,131218,43739900
"Apr 15, 2017",0.429279,0.45149,0.415093,0.425766,211117,42927900
"Apr 16, 2017",0.426076,0.43918,0.41877,0.432685,96846,42607600
"Apr 17, 2017",0.432989,0.569558,0.418365,0.444683,313608,43298900
"Apr 18, 2017",0.445136,0.46271,0.427708,0.431094,257694,44513600
"Apr 19, 2017",0.431306,0.4588,0.421073,0.457649,379471,43130600
"Apr 20, 2017",0.457924,0.478858,0.439249,0.457231,302686,45792400
"Apr 21, 2017",0.461387,0.471075,0.444341,0.4605,180213,46138700
"Apr 22, 2017",0.460812,0.489511,0.456272,0.478201,195745,46081200
"Apr 23, 2017",0.473141,0.559936,0.473141,0.559936,479973,47314100
"Apr 24, 2017",0.563522,0.61486,0.541515,0.562138,681177,56352200
"Apr 25, 2017",0.562252,0.577594,0.530378,0.549486,484929,56225200
"Apr 26, 2017",0.549625,0.579819,0.545577,0.557545,407189,54962500
"Apr 27, 2017",0.558109,0.571005,0.526808,0.559958,350409,55810900
"Apr 28, 2017",0.559614,0.600954,0.529378,0.600954,377319,55961400
"Apr 29, 2017",0.602079,0.624092,0.572405,0.58611,334335,60207900
"Apr 30, 2017",0.584291,0.61952,0.577786,0.593739,265313,58429100
"May 01, 2017",0.599764,0.630785,0.581609,0.597523,363535,59976400
"May 02, 2017",0.597314,0.6223,0.566792,0.6223,319906,59731400
"May 03, 2017",0.622717,0.675319,0.599816,0.669789,443313,62271700
"May 04, 2017",0.669921,0.751036,0.66586,0.715918,450198,66992100
"May 05, 2017",0.718197,0.782981,0.713954,0.732555,500678,71819700
"May 06, 2017",0.733379,0.815748,0.716798,0.798015,526869,73337900
"May 07, 2017",0.767301,0.843241,0.752029,0.789317,689834,76730100
"May 08, 2017",0.800956,0.853055,0.765106,0.818904,620587,80095600
"May 09, 2017",0.830627,1.11,0.815311,0.917445,845264,83062700
"May 10, 2017",0.910802,1.36,0.904453,1.2,2897830,91080200
"May 11, 2017",1.21,1.33,1.15,1.2,1606360,121449000
"May 12, 2017",1.22,1.26,0.799024,1.11,1006640,121533000
"May 13, 2017",1.11,1.21,1.07,1.19,1559600,110983000
"May 14, 2017",1.19,1.42,1.19,1.37,2176080,119476000
"May 15, 2017",1.37,1.46,1.32,1.4,1664930,137497000
"May 16, 2017",1.42,1.42,1.24,1.26,1209240,141828000
"May 17, 2017",1.27,1.43,1.25,1.34,1348780,126782000
"May 18, 2017",1.28,1.4,1.28,1.38,912823,128494000
"May 19, 2017",1.39,1.61,1.37,1.57,1423940,139098000
"May 20, 2017",1.57,1.65,1.49,1.64,1019880,156886000
"May 21, 2017",1.64,1.79,1.64,1.77,1498620,163762000
"May 22, 2017",1.77,1.98,1.75,1.87,1696230,176818000
"May 23, 2017",1.88,2.75,1.88,2.57,3640250,188212000
"May 24, 2017",2.64,3.07,2.51,2.75,2549760,263789000
"May 25, 2017",2.83,2.95,2.29,2.36,2280980,282949000
"May 26, 2017",2.35,2.95,2.33,2.49,1994070,235176000
"May 27, 2017",2.49,2.61,1.74,2.25,2019910,249088000
"May 28, 2017",2.26,2.74,2.26,2.47,1273880,225588000
"May 29, 2017",2.48,2.76,2.27,2.68,1475750,247786000
"May 30, 2017",2.7,2.76,2.38,2.38,2066020,269773000
"May 31, 2017",2.43,3.08,2.39,2.95,2233740,242799000
"Jun 01, 2017",2.94,3.53,2.93,3.44,3224130,294035000
"Jun 02, 2017",3.4,4.64,3.4,4.53,4988350,340371000
"Jun 03, 2017",4.69,6.51,4.61,5.19,10124100,468617000
"Jun 04, 2017",5.16,5.58,4.44,5.35,4447070,516357000
"Jun 05, 2017",5.33,5.69,5.24,5.64,3095220,533405000
"Jun 06, 2017",5.69,5.69,4.94,5.51,4467540,568531000
"Jun 07, 2017",5.48,5.48,4.86,5.27,2448950,548427000
"Jun 08, 2017",5.29,5.92,5.09,5.82,2984740,528517000
"Jun 09, 2017",5.82,7,5.74,6.34,3963370,581550000
"Jun 10, 2017",6.34,7.01,5.5,5.82,5124700,634469000
"Jun 11, 2017",5.67,6.4,5.63,6.32,2939820,566858000
"Jun 12, 2017",6.31,6.49,4.94,5.36,2913670,631105000
"Jun 13, 2017",5.33,5.86,5.23,5.77,2666350,532627000
"Jun 14, 2017",5.82,6,4.99,5.09,2377380,582270000
"Jun 15, 2017",5.09,5.36,4.34,5.28,3132730,508817000
"Jun 16, 2017",5.28,5.42,4.95,5.16,1920540,527868000
"Jun 17, 2017",5.16,5.38,5.03,5.18,2057140,516262000
"Jun 18, 2017",5.17,5.33,4.98,4.99,1459430,517299000
"Jun 19, 2017",5.02,5.3,4.93,5.15,3298260,502246000
"Jun 20, 2017",5.15,5.33,4.93,5.07,3440970,514943000
"Jun 21, 2017",5.06,5.12,4.87,4.89,2505130,506126000
"Jun 22, 2017",4.91,5.05,4.8,4.92,2058720,490781000
"Jun 23, 2017",4.91,5.36,4.81,5.21,2166710,491211000
"Jun 24, 2017",5.21,5.34,4.73,4.86,2400890,521488000
"Jun 25, 2017",4.88,4.96,4.45,4.62,3048820,488443000
"Jun 26, 2017",4.64,4.65,3.53,3.83,6562970,464448000
"Jun 27, 2017",3.95,4.31,3.66,4.29,2439380,395139000
